temperature,relative humidity,wind speed,surface pressure
28.94000053,92.75,4.73,102.51
29.68000031,92.31,3.27,102.44
31.04000092,94.06,4.9,101.99
30.95000076,89.75,4.34,101.4
31.25,94.31,3.77,100.76
31.48999977,95.56,2.71,100.46
31.62000084,92.06,1.92,100.43
32.11000061,95.62,3.98,100.49
32.25999832,97.5,3.12,100.37
32.27999878,95.88,6.33,100.32
31.22999954,85.62,9.07,100.2
30.84000015,87,7.36,100.01
31.52000046,90.56,8.37,99.49
31.61000061,90.06,7.4,100.92
31.86000061,93.06,11.48,101.85
32.66999817,95.56,8.2,102.08
33.25999832,95.56,3.77,101.95
33.15000153,90.94,4.06,101.68
32.38000107,91.69,8.79,101.08
31.47999954,97.19,7.62,100.84
31.95999908,98.06,5.7,100.74
30.13999939,97.25,7.18,100.44
30.19000053,96.5,6.98,100.14
30.40999985,97.06,4.51,99.62
30.38999939,96.44,8.6,99.46
30.32999992,91.19,10.63,99.78
29.36000061,92.06,7.67,100.3
29.47999954,95,8.24,100.96
29.04000092,97,7.9,101.59
30.15999985,97.38,5.77,102.11
30.29000092,95.31,2.44,102.5
31.39999962,94.5,0.99,102.31
31.20999908,96.56,3.27,102.31
30.90999985,96.88,2.02,102.51
32.77000046,96.5,1.82,102.63
32.58000183,97.19,5.24,102.26
31.80999947,96.69,6.26,101.78
32.47999954,97.69,2.52,101.75
31.38999939,97.19,3.48,102.04
30.03000069,98,5.56,101.99
30.76000023,97.94,5.57,101.65
30.40999985,97.75,8.06,101.35
32.29999924,96.5,9.12,101.33
32.58000183,95.06,8.53,101.08
32.38999939,96.62,7.15,100.89
32.56000137,96.38,5.1,101.12
33.13999939,93.12,5.91,101.91
33.06000137,90.62,7.15,102.24
34.02999878,96.19,5.77,102.04
33.91999817,96.25,2.41,101.36
34.20999908,93.06,6.8,101.23
33.72000122,97.06,9.79,100.38
33.54999924,83.12,5.52,100.63
33.61000061,93.19,6.22,100.71
34.27999878,96.88,3.72,100.43
34.20000076,93.06,5.84,100.56
33.54000092,89.12,4.3,101.23
33.84000015,96.19,9.64,100.33
34.38000107,86.19,14.77,100.56
34.93000031,86.88,15.2,100.58
34.95999908,87.81,12.12,101.42
35.20999908,89.44,7.06,102.18
35.09000015,84.56,5.07,102.07
34.90999985,95.69,9.69,99.84
34.77000046,85.19,10.59,98.88
34.68000031,86.94,11.56,100.48
34.22000122,87.69,9.61,101.59
34.47999954,90.69,6.98,101.61
33.77000046,86.12,3.07,101.85
32.20999908,80,3.84,101.57
31.63999939,84.19,2.39,100.98
31.44000053,86.44,4.28,100.28
31.67000008,88.5,5.72,99.68
30.92000008,86.25,3.36,100.32
31.92000008,90.44,4.23,101.06
31.70000076,88.31,2.76,101.79
32.5,87.44,5.43,101.78
33.31999969,87.38,4.07,101.1
34.02999878,84,10.62,99.73
33.88999939,84.69,8.24,99.83
32.90999985,88.62,8.31,100.37
31.34000015,95.75,7.48,100.06
33.56000137,97.56,6.38,100.12
33.31999969,92.38,16.27,100.67
33.40000153,84.31,12.82,102
33.22999954,81,10.81,102.42
32.72000122,89.06,6.89,100.99
32.22999954,89,7.7,100.95
32.88000107,86.62,6.69,101.22
33.00999832,88.69,8.69,99.58
32.61000061,95.62,19.16,99.65
32.90999985,98.12,14.31,100.91
32.25,97.56,9.2,101.03
32.77000046,100,8,101
32.56000137,99.69,8.1,101.21
32.41999817,100,8.83,100.83
33,97.5,10.17,100.18
32.59999847,100,7.88,99.8
31.95000076,99.31,9.26,99.4
31.75,99.62,11.09,100.1
32.22999954,99.81,12.59,100.06
32.59000015,92.44,13.09,100.19
33.38999939,94.19,8.97,100.44
33.41999817,98.25,8.03,100.3
33.65999985,97.19,11.85,100.06
33.70000076,99.06,11.76,99.52
32.31999969,97.12,10.42,99.27
32.02000046,96.19,4.56,99.8
31.43000031,97.38,5.06,100.52
30.87000084,100,9,100.5
30.31999969,100,7.02,99.96
28.42000008,99.88,8.74,100.15
28.46999931,98.81,8.69,100.05
28.95999908,92.5,14.52,99.59
30.01000023,93.94,12.71,99.33
31.18000031,94.38,13.45,99.96
31.68000031,97.44,9.75,100.66
31.45999908,99.88,6.09,100.68
31.18000031,100,5.34,100.7
31.65999985,97.88,3.89,100.48
30.27000046,100,13.85,98.27
30.12999916,95.81,4.02,97.07
30.22999954,96.25,8.32,98.16
29.95000076,100,6.75,99.85
29.38999939,99.38,11.88,98.09
28.95999908,98.06,8.35,97.44
28.63999939,99.88,6.05,97.92
28.32999992,99.12,7.75,100.23
28.05999947,99.69,4.3,101.91
27.98999977,100,7.43,101.89
27.63999939,99.81,9,100.87
27.62999916,98.75,6.31,100.52
28.21999931,99.5,5.19,100.34
28.17000008,98.12,5.39,101
28.73999977,97.5,9.91,101.21
28.75,98.25,7.48,101.54
28.55999947,97,6.95,101.49
29.32999992,91.88,10.14,101.63
29.20999908,91.88,10.86,101.09
29.45999908,98.75,8.27,100.26
30.59000015,94.75,7.44,100.38
30.09000015,95.75,4.65,100.64
30.53000069,98.19,13.6,99.48
30.45000076,92.5,10.72,100.9
29.27000046,96.25,6.73,100.86
28.29999924,93.12,10.51,100.31
28.25,100,10.95,102.03
28.56999969,100,12.12,102.71
28.48999977,100,11.52,102.57
27.70999908,100,9.54,101.83
27.15999985,100,11.92,101.79
26.20999908,100,6.94,101.99
24,99.31,10.36,100.33
24.39999962,99.94,11.16,99.28
24.28000069,100,7.64,99.28
25.77000046,99.69,15.46,99.12
26.37999916,99.81,8.12,101.05
27.79000092,95.69,11.38,102.91
27.79999924,99.81,5.09,103.71
27.52000046,93.75,1.23,102.99
27.37000084,98.38,4.59,101.65
26.19000053,99.69,4.59,100.66
25.70000076,95.19,4.62,99.99
25.62000084,99.5,7.26,99.35
25.40999985,99,6.55,99.97
25.48999977,94.75,11.03,98.65
25.55999947,99.38,6.91,100.82
25.13999939,92.94,13.12,100.11
24.12000084,86,19.07,97
25.37000084,86.56,12.24,95.35
26.26000023,99.94,6.7,97.11
26.64999962,88,5.3,97.37
26.56999969,93.31,14.19,97.54
26.89999962,90.44,13.2,99.13
27.15999985,96.06,13.25,99.94
28,100,6.1,100.85
29.84000015,100,4.65,100.87
30.56999969,100,9.36,100.42
30.51000023,100,9.34,101.54
30.73999977,100,9.29,102.16
30.04999924,98.44,10.39,101.57
30.30999947,94.81,6.14,101.21
30.69000053,99.56,6.25,101.68
29.01000023,100,9.34,102
26.15999985,100,9.66,101.8
26.37999916,100,8.64,101.5
26.20000076,100,5.41,101.36
25.70000076,100,6.98,101.33
27.20000076,99.38,7.99,101.6
27.29000092,98.31,8.16,101.27
23.19000053,97.81,5.78,100.77
23.48999977,95.44,7.42,100.56
24.10000038,98.56,8.1,100.8
25.14999962,100,6.79,101.27
26.70999908,100,7.83,101.64
26.70999908,100,9.19,101.84
26.55999947,100,9.7,101.98
28.29000092,100,12.18,102.07
29.73999977,100,9.68,102.83
29.39999962,100,7.99,102.78
26.95000076,99.38,8.86,101.82
26.44000053,97.19,9.16,101.62
29.55999947,99.75,8.66,101.73
30.59000015,100,10.8,100.92
29.86000061,96.06,15.08,99.23
29.70999908,89.31,9.41,99.12
29.51000023,85.81,10.81,99.29
30.43000031,97.12,13.02,99.02
30.76000023,99.25,12.43,99.65
31.10000038,100,13.41,100.99
32.93999863,100,12.67,100.82
31.37999916,100,13.09,100.14
32.58000183,100,14.52,99.76
32.99000168,100,13.66,99.98
33.77000046,98.75,14.11,100.29
34.06999969,96.31,11.62,101.29
34.5,100,10.84,101.22
34.56999969,100,10.5,99.99
32.70000076,99.62,8.98,99.84
31.93000031,95.06,7.9,99.8
32.97999954,96.25,8.57,99.95
33.74000168,92.69,10.68,100.17
34.38999939,95.88,5.38,100.06
34.91999817,97.31,6.55,99.77
32.06000137,92.62,6.66,99.94
31.89999962,95,3.76,99.91
32.40000153,96.5,4.7,99.72
32.63000107,95.56,6.46,100.43
32.84999847,95.75,9.61,100.19
33.36999893,96,5.46,99.11
35.08000183,93.56,2.28,100.02
36,97,6.22,100.63
34.81999969,96.06,6.94,100.72
34.22999954,95.69,4.18,100.74
33.97999954,97.75,9.05,99.91
33.38000107,97.06,8.77,100.19
33.31999969,95.5,8.54,101.59
34.79000092,91.25,7.34,101.25
35.72000122,93.06,4.09,100.82
36.52999878,93.62,7.01,99.99
36.68999863,91.19,7.14,100.67
37.38999939,91.25,3.83,102.01
37.09000015,95.31,4.91,102.23
36.86000061,96.12,12.44,102.14
37.52000046,96.44,4.42,102.99
38.45999908,100,7.14,102.47
38.54999924,96.62,10.2,102.15
38.11999893,99.94,10.88,102.09
36.25,99,12.27,101.67
33.88000107,96.19,9.98,102.1
35.18999863,93.75,6.81,102.28
36.52000046,97.75,4.45,102.58
38.36000061,95.12,5.37,102.74
37.36000061,99.69,3.85,102.73
37.66999817,99.12,7.12,101.48
38.38999939,96.31,5.53,101.05
38.25999832,96.88,7.28,100.82
39.04999924,99.62,13.66,100.17
39.43000031,100,12.66,101.67
37.61999893,100,5.09,102.77
36.43000031,99.38,11.16,101.09
37.63999939,99.44,10.12,99.27
37.20000076,96.56,13.03,100.08
38.09000015,97.88,9.22,100.75
37.77000046,95.19,7.12,101.32
39.04999924,94.75,2.7,101.78
39.72999954,93.06,11.52,101.46
41.31000137,89,8.91,101.4
41.65000153,97.31,4.38,101.72
42.45999908,92.81,4.4,101.7
41.90000153,94.31,3.43,101.19
41.66999817,100,5.78,99.7
39.90000153,94.44,15.1,99.34
40.47999954,92,6.45,100.87
40.15000153,91,4.38,101.38
40.47000122,91.88,6.07,102.27
41.54999924,92.56,4.28,102.33
41.68999863,99.81,7.6,101.67
40.72999954,96.81,10.95,102.09
41.52999878,96.19,9.27,101.99
42.5,97.31,5.94,102.22
42.04000092,88.06,2.23,102.56
42.25,91,6.12,102.24
42.90000153,88.44,4.62,101.91
42.65999985,91.69,7.29,101.46
41.54999924,91,7.22,102.07
42.61000061,90.88,9.8,102.3
43.36999893,88.38,7.37,101.81
42.11999893,93.56,3.91,101.73
43.04000092,95.56,6.59,101.53
44.54000092,92.38,7.86,102.04
44.38000107,94,6.45,102.27
44.20000076,92.56,4.71,102.33
44.40999985,94.06,3.16,102.75
45.11999893,91.38,1.86,102.58
44.40999985,93.31,4.12,101.94
42.86000061,96.25,2.33,101.46
40.41999817,90.31,4.92,101.53
40.31999969,94.88,4.12,101.19
40.74000168,95.19,6.19,101.9
43.40000153,92.56,6.55,102.11
43.5,94.56,4.5,102.09
42.75,93.69,3.8,102.48
43.88000107,94.25,3.67,103.18
44.86000061,90.06,5.07,103.17
44.41999817,84.88,9.09,102.97
41.09000015,92.12,10,102.6
39.27999878,96.19,6.09,102.61
37.59000015,93.69,1.95,102.49
38.90000153,92.44,4.45,102.31
37.88999939,97.19,6.87,102.09
38.54000092,97.75,3.22,101.83
37.83000183,97.44,3.59,101.7
38.41999817,96.25,3.15,102.04
39.58000183,95.81,4.16,102.27
39.25999832,96.19,4.86,102.14
39.09000015,93,8.15,101.4
38.84000015,96.25,6.41,100.76
38.06999969,95.19,5.11,100.6
38.59000015,95.69,7.6,100.35
39.22000122,93.69,4.12,101.24
40.47999954,90.81,1.7,101.63
38.09999847,96.25,3.19,101.55
36.27999878,89.56,7.48,101.52
36.95999908,92.44,9.12,101.66
37.81000137,94.88,10.47,101.14
38.91999817,93.06,8.18,100.74
38.11000061,96,9.73,100.35
39.40999985,92.88,9.56,99.39
38.22999954,90,11.01,99.57
37.11999893,92.38,12.73,99.97
37.72999954,92.25,8.52,100.1
35.61999893,93.94,6.55,100.53
35.13999939,92.81,6.3,100.5
35.13999939,87.81,4,100.37
33.11999893,93.31,4.16,99.86
32.91999817,95.69,3.4,100.59
30.13999939,96.81,4.12,101.15
30.69000053,95.12,1.98,101.15
30.20000076,91.75,5.52,100.49
31.12999916,94.81,8.66,100.29
33.56000137,97.44,5.94,100.75
34.70999908,97.25,6.09,101.03
32.81999969,97.19,7.34,100.73
30.80999947,97.69,4.05,100.6
31.39999962,90,4.07,101.06
33.13000107,94.81,6.1,101.01
33.06000137,97.31,7.29,100.83
32.70999908,98.19,3.95,100.57
35.56999969,95.88,7.05,100.72
35.81000137,93.44,7.02,101.25
35.29999924,96.25,7.09,101.25
35.45000076,96.88,9.34,101.11
35.97999954,97.5,7.41,101.37
36.95999908,96.88,7.84,101.48
36.99000168,93,10.57,101.7
37.18000031,97.75,7.42,102.17
34.68999863,98.19,3.41,102.12
33.81999969,98.31,2.53,102.13
32.41999817,97.88,4.72,102.11
32.54999924,96.94,5.19,101.23
31.56999969,96.25,2.48,100.8
31.87999916,97.31,5.31,100.65
29.79999924,97.19,7.09,100.18
29.20999908,97.38,5.51,100.37
31.5,97.06,4.08,100.55
33.22999954,96.44,3.09,100.64
34.33000183,97.69,6.2,100.66
34.49000168,97.81,4.47,100.79
34.33000183,96.06,7.02,100.64
35.29000092,94.88,7.07,100.54
35.47999954,95.56,8.83,100.55
35.08000183,95.88,8.57,100.63
34.15999985,95.94,8.09,101.1
33.02000046,97.31,6.95,100.91
33.36000061,96.12,5.59,101.49
33.09000015,93.62,5.92,102.16
32.09000015,93.12,2.93,102.31
31.95999908,97.69,2.23,102.26
30.87999916,95.81,3.38,101.99
31.37000084,96.88,2.63,101.74
31.62999916,96.06,5.41,101.55
31.30999947,97.31,7.88,101.46
30.98999977,96.62,9.19,101.44
30.23999977,97,6.98,101.5
29.20999908,96.19,5.97,101.59
28.03000069,95.56,3.83,101.54
28.36000061,96.19,2.92,101.42
27.54999924,97.44,6.32,101.74
27.62999916,96.56,9.27,102.11
27.37999916,96.75,9.3,101.95
28.04000092,96.88,9.45,101.21
29.15999985,97.5,4.69,101.14
27.93000031,97.81,6.39,100.89
29.46999931,96.94,4.89,101.56
29.43000031,96.44,6.61,101.79
30.29999924,96.94,5.06,101.1
30.67000008,96.81,3.77,101.52
30.75,97.75,7.78,100.69
31.62999916,98.06,5.45,99.38
32.54000092,95.88,7.95,99.53
31.25,93.25,8.68,100.69
30.79999924,85.56,5.46,101.29
30.18000031,84.94,6.95,101.2
30.62999916,90.62,5.53,100.88
30.30999947,89.56,3.12,100.76
31.52000046,91.56,2.97,100.11
31,88.94,6.98,100.53
30.87999916,86.69,6.67,101.18
30.81999969,88.44,6.26,100.76
30.80999947,90.56,8.73,100.62
30.44000053,90.88,8.73,100.72
29.21999931,86.25,5.44,101.18
28.75,81.38,3.37,102.03
28.14999962,89.44,9.42,101.37
29.17000008,90.06,7.91,101.99
30.45000076,87.19,6.04,102.4
30.68000031,84.25,7.43,102.4
32.66999817,91.38,6.38,101.7
33.27000046,92.12,5.16,100.94
33.61999893,97.5,5.73,100.69
33.15999985,93.81,4.58,101.29
33.45000076,95.94,7.73,101.15
33.36000061,94.5,7.12,101.05
32.84000015,94,8.12,101.32
32.90999985,91.75,7.8,101.41
32.13999939,96.19,4.13,100.93
31.13999939,97.12,9,101.21
32.43000031,98.5,9.69,101.47
32.22000122,97.19,8.49,101.18
31.60000038,98.12,10.3,101.42
31.69000053,96.06,10.52,100.99
32.02000046,97.62,10.21,100.69
33.22000122,94.56,8.08,100.77
33.45000076,97.94,11.06,100.51
33.90000153,95.62,8.61,100.54
34.08000183,97.62,5.38,102.02
34.72000122,86.19,12.01,102.06
34.56000137,94.38,9.17,101.98
34.65000153,97.06,6.24,102.16
34.36999893,93,10.52,101.65
34.38999939,95.25,10.84,100.95
34.40999985,95.19,10.09,101.13
33.70000076,91.12,10.74,101.67
33.59000015,95.19,12.7,101.92
33.24000168,90.19,12.27,102.11
32.68999863,97.31,8.82,102.63
31.89999962,98.62,7.39,102.93
31.03000069,97.06,5.67,102.6
31.79000092,96.75,10.07,102.78
32.13000107,95.44,10.47,103.55
31.86000061,96,11.49,103.48
29.90999985,93.25,13.48,103.12
30.55999947,94.69,10.73,103.28
31.85000038,95.06,8.22,103.34
32.40999985,94.88,7.77,103
32.58000183,94.25,11.56,101.71
32.81999969,90.12,6.93,101.67
32.61000061,98.75,4.62,101.52
31.62999916,95.5,6.15,100.84
31.19000053,94.25,5.63,100.53
31.13999939,89.31,3.17,100.33
30.65999985,94.12,2.45,100.47
31.26000023,96.12,4.05,100.67
31.78000069,99.31,8.96,100.78
31.75,99.25,10.13,100.71
30.47999954,99.88,9.34,100.58
31.23999977,97.94,5.18,100.94
31.53000069,98,6.21,101.36
31.25,97.31,11.33,101.37
31.12000084,96.88,9.46,101.86
30.81999969,99.25,7.37,102.1
30.84000015,98.56,4.11,102.33
30.86000061,92.06,2.79,102.61
30.57999992,98.19,5,102.44
31.30999947,95.94,10.16,101.94
29.60000038,98.19,7.97,101.42
29.28000069,99.81,7.26,101.59
29.07999992,99.06,4.35,101.9
29.29999924,99.88,5.65,102.29
29.45999908,99.69,8.12,102.06
29.55999947,100,4.22,101.21
29.12999916,98.38,4.05,100.64
28.96999931,94.94,6.97,100.02
29.23999977,97.75,12.38,100.24
29.60000038,99.5,7.2,101.05
29.98999977,99.81,7.36,101.09
29.90999985,100,7.22,101.38
29.44000053,100,4.44,102.34
29.56999969,100,3.56,102.92
29.75,100,7.62,103.04
30.15999985,96.56,10.34,102.88
30.23999977,94.69,8.07,102.89
29.70000076,91.44,11.26,102.18
28.88999939,95.81,5.68,102.35
29.23999977,99.31,6.47,101.38
29.63999939,100,6.91,101.29
29.07999992,100,5.47,101.41
28.23999977,97.25,8.27,100.82
28.46999931,94,9.68,101.2
28.76000023,92,11.27,102.26
28.97999954,89.5,13.23,102.39
29.29999924,91.25,15.19,101.07
29.10000038,88.56,10.99,101.1
29.18000031,95.75,11.21,102.23
29.46999931,97.38,3.56,101.75
28.90999985,81.44,3.6,100.92
28.84000015,93.25,4.77,100.13
29.04000092,93,10.34,99.89
28.62999916,94.44,9.46,99.82
28.39999962,97,4.93,101.26
28.45999908,99,6.01,100.86
29,100,6.59,100.54
29.55999947,100,9.75,101.11
30.5,99.88,13.27,101.48
30.55999947,100,11.73,102.15
30.20999908,100,10.19,101.84
29.93000031,100,5.19,101.91
29.45000076,100,7.63,102.61
29.21999931,97.06,8.46,103.17
28.12999916,94.31,13.23,102.77
28.04000092,96.25,13.04,102.46
27.29999924,83,10.86,102.93
27.01000023,87.88,7.63,102.91
26.40999985,94.81,10.26,102.67
26.62999916,93.31,10.87,102.42
27.71999931,79,7.66,102.83
25.92000008,80.25,7.85,102.69
24.82999992,96.38,8.52,102.22
25.98999977,94.31,7.38,101.77
26.85000038,82.12,4.73,101.42
26.70000076,83.25,9.12,100.71
26.04000092,95.5,10.41,99.92
26.04999924,96.12,8.71,100.43
27.12999916,90.81,5.65,101.29
26.85000038,99,10.34,101.41
26.86000061,100,9.55,101.39
26.45999908,98.69,12.3,100.72
27.22999954,100,10.03,100.29
26.67000008,100,7.28,99.43
25.35000038,98.81,10.03,99.87
25.84000015,99.81,8.84,99.99
25.82999992,100,7.02,100.35
25.42000008,100,4.2,101.2
26.62999916,100,7.05,101.74
27.55999947,100,7.75,101.89
28.07999992,100,12.16,100.19
28.93000031,99.06,12.37,100.59
28.45999908,97.88,12.68,100.69
29,96.56,10.84,100.15
29.47999954,93.12,10.74,99.97
29.72999954,95.31,9.71,100.4
30.52000046,97.69,9.84,100.49
30.47999954,93.81,9.24,100.48
31.46999931,97.75,10.55,100.98
31.03000069,96.94,11.4,101.18
29.39999962,95.88,8.71,101.69
29.45000076,95.06,4.62,101.31
30.5,96.12,5.08,100.9
30.17000008,92.75,6.27,100.59
29.44000053,98.81,5.29,101.59
28.95999908,97.44,5.52,102.03
26.62000084,99.62,8.84,101.48
27.88999939,99.25,10.5,100.5
28.63999939,100,8.55,100.67
30.12000084,97.38,10.03,100.23
29.96999931,96.5,8.92,100.14
28.79999924,96.44,5.9,101.09
27.11000061,100,7.21,101.79
28.37000084,97.38,10.24,101.73
28.26000023,96.69,10.01,101.31
28.13999939,97,8.05,100.31
29.12999916,94.62,10.15,99.15
30.13999939,99.69,9.05,100.98
30.01000023,99.75,8.1,101.08
29.29999924,97.75,13.44,100.43
29.61000061,98.38,13.03,98.96
30.87999916,96.81,3.77,99.83
30.12000084,97.25,7.8,99.62
30.48999977,100,5.69,101.44
30.98999977,98.38,9.57,100.43
31.92000008,98.12,8.85,100.85
32.61999893,99.81,6.88,101.46
32.66999817,99.12,13.11,100.04
33.34000015,100,11.31,101.1
34.45000076,100,8.7,101.95
34.65000153,100,3.94,102.15
34.29999924,100,7.73,102
36.20000076,100,9.16,102.17
35.65999985,98.81,8.66,102.61
30.70999908,96.25,10.16,102.64
29.70000076,96.31,14.23,102.16
30.75,99.25,15.73,101.81
32.18999863,100,17.28,101.1
33.15000153,100,11.45,100.7
33.86999893,99.38,9.14,99.58
33.29999924,100,7.9,99.49
32.61999893,100,8.88,99.92
32.27999878,97.19,3.8,99.62
34.13000107,100,11.1,99.91
34.29999924,98.81,15.08,100.37
31.45999908,97.25,10.48,100.59
31.87999916,93.5,7.12,100.83
32.08000183,92.25,8.39,101.15
33.25,94.44,9.71,101.87
32.29999924,93.44,10.17,100.98
33.84999847,94.38,20.12,98.47
35.13000107,97.06,15.5,98.75
36.27999878,93.75,10.35,100.04
37.06000137,81.5,10.93,100.62
36.75999832,94.88,5.2,101.12
36.43999863,91.38,8.31,100.06
35.49000168,96.38,6.66,100.24
36.06000137,97.94,8.8,100.88
36.27999878,96.19,8.79,101.01
37.45000076,94.69,9.46,100.53
38.61000061,97.5,7.95,100.26
37.63000107,97.56,5.25,100.23
38.99000168,100,7,100.63
39.59999847,100,7.55,100.8
38.93000031,100,11.14,101.62
38.59000015,99.25,7.47,102.5
37.91999817,98.25,8.83,101.72
36.81000137,99.56,4.83,99.65
37.70999908,91.69,10.54,98.39
38.11000061,92.31,10.54,100.29
38.70000076,94.06,3.1,101.81
39.09999847,98.5,4.83,102.6
40.63000107,96.06,8.59,102.27
40.5,99.12,4.48,101.63
41.41999817,95.62,8.14,101.11
39.5,99.25,5.91,101.34
40.43000031,94.56,5.37,101.38
40.09000015,92.69,5.12,101.55
41.81999969,97,8.56,99.9
41.90000153,95.44,8.74,100.02
41.56000137,94.06,10.57,100.8
40.95999908,93.5,7.72,102.18
41.58000183,91.44,8.76,102.9
42.43999863,90.38,7.76,103.29
42.45999908,86,5.66,103.53
42.58000183,91.31,5.57,103.53
42.18999863,92,3.99,103.35
41.56999969,88.19,6.46,103.18
40.77999878,89,7.57,103.1
38.58000183,87.31,6.43,102.45
38.56999969,97,6.45,101.54
38.95999908,93.69,5.88,101.71
41,92.06,6.27,102
42.18999863,87,4.66,102.09
42.52999878,95.25,6.32,101.98
41.86999893,91,6.48,102.28
42.72999954,92.44,7.09,101.65
42.95999908,94.5,6.05,101.15
42.86999893,94.62,5.34,101.04
42.65000153,93.25,7.25,100.64
41.86999893,95,8.39,100.47
41.25999832,89.31,8.05,101.1
41.47999954,83.75,4.82,101.61
40.95999908,92.69,8.85,101.07
40.72999954,95.94,5.45,100.36
40.72000122,90.88,9.67,100.24
41.88999939,88.56,5.55,101.47
43.25,84.62,8.2,102.17
43.65000153,91.88,9.3,101.96
43.97999954,91.75,4.58,102.26
43.95999908,95.62,5.39,101.86
44.36999893,97,6.35,101.23
44.31999969,84.12,4.17,101.39
43.18999863,84.38,3.9,100.78
43.18000031,91.5,5.47,100.63
42.72999954,85.81,10.36,101.46
42.93999863,88.56,6.53,101.4
43.93000031,87.25,5.08,101.45
43.27999878,92.75,6.84,101.49
43.99000168,96.06,3.87,101.51
44.97000122,94.44,3.86,101.63
45.33000183,97.12,1.17,101.73
45.66999817,92.88,2.25,101.91
45.43000031,89.62,5.3,101.95
45.34000015,92.19,5.16,102.06
46.06000137,91.75,1.86,102.04
45.77999878,90.62,3.6,101.83
44.79999924,85.5,6.77,101.52
45.02999878,93.5,5.39,101.59
44.31000137,94.62,6.47,101.76
44.58000183,88.44,7.71,101.37
44.22999954,93.62,7.1,101.21
44.15999985,96.44,8.03,101.09
44.15999985,90.94,8.68,101.28
42.00999832,94.94,9.12,100.95
39.43000031,96.75,8.55,101.17
38.70000076,94.25,8.38,101.12
37.36000061,95.31,7.23,101.01
39.63999939,93.25,3.54,100.58
38.95000076,93.81,8.46,100.43
36.47999954,94.44,6.02,101
32.72000122,96.06,5.3,100.88
34.95000076,95.38,5.37,100.95
36.84000015,95.69,5.34,101.08
35.75,96,4.93,101.2
33.20999908,94.38,5.65,100.83
32.97999954,94.06,6.1,101.1
32.61000061,94.12,6.55,101.25
31.54000092,91.94,5.54,101.81
30.17000008,96.94,11.02,101.25
31.54000092,95.44,3.31,101.05
32.90000153,91.69,2.1,101.16
32.31000137,95,3.85,100.89
32.11999893,95,8.64,100.66
32.11000061,96.69,7.66,101.65
33.40000153,95.62,6.31,101.6
32.40999985,95.69,7.8,101.58
33.20999908,95.75,6.55,101.54
33.02999878,95.88,3.2,101.66
33.06000137,95.75,3.09,101.81
32.16999817,97.81,2.91,102.08
32.20999908,97.62,5.41,101.93
31.93000031,97.5,5.73,101.56
32,97.81,3.49,101.73
33.00999832,96,3.45,102.3
31.79999924,96.12,3.73,101.88
31.29000092,97.88,4.89,100.53
31.68000031,97.75,6.59,100.42
32.04000092,96.62,8.24,100.98
31.87000084,96.44,4.9,101.33
32.90000153,96.19,1.8,101.37
33.52000046,96.31,3.43,100.67
33.84000015,97.12,5.49,100.9
31.97999954,97.25,6.83,100.74
30.44000053,96.75,8.88,100.78
31.67000008,97.75,3.38,101.03
30.30999947,98.25,2.95,101.51
28.19000053,98.12,7.33,101.71
28.29999924,97.75,10.19,101.6
30.55999947,95.81,7.02,101.64
31.40999985,97.75,3.83,100.49
31.55999947,97.56,10.84,100.28
31.32999992,97.56,10.98,100.08
29.35000038,95.81,8.65,99.62
27.31999969,92.12,7.2,100.54
27.22999954,95.75,3.16,100.66
30.42000008,97.06,8,101.04
31.05999947,97.5,7.85,101.38
32.31999969,96.44,4.7,101.4
32.84999847,95.5,4.71,101.66
33.00999832,95.94,9.05,101.5
33.11000061,95.44,7.45,102.16
31.52000046,96.62,10.15,101.97
30.85000038,94.31,10.44,101.61
30.88999939,98.62,6.32,101.75
30.03000069,97.94,7.01,101.5
30.19000053,99.06,7.34,101.24
29.42000008,97.06,7.48,101.29
29.54999924,97.44,10.52,101.36
31.21999931,98,8.03,101.4
30.96999931,97.94,4.9,101.44
29.56999969,97.38,4.05,101.33
30.38999939,97.69,1.73,101.14
32.06999969,96.44,1.94,100.89
31.37999916,97.69,4.45,101.15
32.04000092,94.12,4.73,101.48
31.26000023,93,5.16,102.04
30.60000038,94,5.27,102.35
31.57999992,94.19,5.55,102.84
30.30999947,95.44,4.19,102.71
28.71999931,95.19,7.16,101.74
28.23999977,95.38,7.41,101.66
29.21999931,91.38,8.08,101.4
30,95.62,8.72,100.88
28.42000008,97.44,9.59,100.54
26.71999931,96.12,8.76,100.11
26.96999931,95.19,11.29,99.3
28.21999931,97.25,6.03,99.47
28.68000031,97.5,4.75,100.48
28.78000069,94.62,2.9,101.17
27.78000069,96.5,6.41,101.35
28.02000046,97.75,7.11,100.75
27.88999939,95.12,5.51,101.27
29.12000084,96.5,6.16,101.53
30.02000046,93.81,3.98,100.78
30.20000076,89.56,4.62,100.87
30.14999962,93.25,4.73,100.87
29.19000053,90.06,6.7,100.29
30.89999962,94.44,9.64,100.34
30.96999931,94.69,7.63,101.1
31.55999947,94.88,5.89,101.18
31.72999954,94.5,8.06,100.6
31.51000023,92.06,8.88,100.37
32.75,98.44,9.27,100.56
33.43999863,94.5,6.89,100.58
33.13000107,88.44,8.49,99.61
32.45000076,92,11.11,98.27
32.50999832,93.81,11.48,98.48
31.42000008,90.81,23.24,97.72
31.97999954,89.06,13.73,99.78
31.68000031,86.5,9.53,100.25
31.73999977,94.31,6.84,100.29
31.54000092,90,7.14,101.31
