maxtemp,10u,10v,msl,msnlwrf,r,ssr
32.81,1.022580527,-0.371938119,100368.9862,-36.94118715,82.97605595,583094.3261
31.08,2.647900143,0.131849248,100285.7823,-38.42983668,81.10593282,551817.5844
32.78,2.211921734,1.867579803,100293.0603,-44.45109669,75.5450287,670719.2423
34.87,1.030580789,2.756285717,100432.8182,-45.57101642,78.19367744,769189.4918
33.38,1.649454782,2.007956219,100414.0071,-38.25024756,74.03043115,721991.0979
33.88,1.486542192,1.831249199,100521.2653,-41.02407862,73.07354244,730189.7149
34.24,2.011510172,0.510143156,100740.8477,-41.20993594,72.54945077,676122.2654
34.97,0.954666506,0.075359955,100859.8015,-46.28668652,69.58816235,661033.9152
34.85,1.18780156,-0.232775721,100740.4995,-55.64581676,68.17172693,793562.0262
34.86,2.470291057,0.463740701,100588.2683,-55.39081016,65.07515342,769249.4565
34.1,2.858585154,1.218724815,100479.3673,-49.70395405,65.19881658,643063.1257
34.76,2.686121604,1.432017233,100375.6929,-51.60929014,63.56847991,791932.6415
34.19,0.86416147,3.501467763,100530.4154,-53.04112782,72.3321878,781569.0933
34.84,0.074374625,2.524198508,100687.5292,-48.91415991,74.03355274,743468.7864
34.35,-0.505784511,1.546674459,100812.1036,-42.61898919,80.53876315,614592.3167
33.76,-0.091780358,1.709802466,100780.0312,-45.06418708,84.97887085,683595.1032
33.79,0.691856515,2.456813032,100564.1223,-40.28622105,82.48418874,613002.2193
33.98,1.735783477,2.214908766,100490.9608,-43.08810979,77.0751862,720448.5586
33.54,1.936353633,1.9790596,100601.7068,-37.88788547,73.01754584,601573.7814
33.99,0.668172954,0.911488412,100677.6953,-41.38315736,74.87354976,524517.1203
34.07,0.113089493,0.037695431,100800.5289,-42.13514327,83.82671441,636216.8152
32.66,0.620946806,-0.645256967,100957.7719,-41.87645534,83.58788843,619757.5489
31.91,-0.298553352,-2.538599992,101016.0772,-34.5101176,87.80722737,550804.3884
31.86,-1.101767931,-2.536726508,101018.7478,-27.42664517,89.63643361,485167.8941
29.12,-0.863522585,-3.538965559,100919.9393,-24.61550335,89.32072036,395760.5799
27.75,0.519199126,-1.395310071,100922.5807,-23.23192092,92.836548,248729.2912
29.53,0.697548323,-0.459272454,100786.8381,-27.65797187,88.3282935,335684.2575
29.46,0.261710887,0.286763889,100671.4367,-30.43349435,85.82554327,518425.5375
30.51,-0.106142041,0.872340088,100834.2065,-31.15155234,84.79541715,497179.4366
30.36,-1.123706944,-1.430786366,101078.2539,-37.57855441,86.88851816,581183.7279
30.77,-0.933022559,-3.102398801,101061.7716,-33.54272425,89.71327285,552198.0498
31.15,-0.468215053,-3.93830244,100946.7726,-38.98790614,88.67075641,594287.0408
29.61,1.803133603,-5.826699467,100606.825,-29.20343325,84.50011433,373486.8088
24.71,5.728860053,-1.040037535,100147.2982,-13.68444597,83.12858185,50868.64489
30.78,-1.753065858,4.14891389,100860.9794,-40.41785341,81.7584901,675059.4433
31.19,-1.261420507,0.553997671,101272.5624,-35.93369717,87.26320553,577871.197
31.43,-1.062066247,-0.744311818,101269.0766,-33.66271565,88.54863003,588675.1753
29.97,0.556786206,1.231509471,101085.1566,-40.17309483,86.31760258,536173.0103
31.72,-0.513996222,0.732383333,100835.6596,-52.53350251,81.57532455,703319.3421
32.09,-0.872897328,0.82294006,100899.8794,-48.5758757,80.84083743,665944.8144
31.92,-1.452862625,-1.066521106,101174.7608,-43.03179542,83.37975013,613436.4462
30.86,-0.881232391,-3.021794022,101107.0448,-34.00945697,90.45602019,508839.4623
28.52,-3.550408481,-1.931995818,100861.4818,-18.51245817,92.49365287,149921.999
29.35,-2.726030245,1.673516826,101056.7952,-33.68699252,88.14896991,510413.0177
30.56,-1.590770027,-0.595062581,101149.6975,-32.10431988,86.21814378,521028.831
30.32,-1.438835754,-1.13371174,101050.9849,-44.21579017,85.16073973,602460.8449
30.49,-1.286002774,-0.543878996,100874.937,-37.24842882,85.90963422,560868.1132
29.81,-1.097151046,-0.072720228,100838.3094,-43.90377273,85.69726976,625878.08
31.32,-1.995170355,-0.884898064,100830.8021,-44.71943566,84.01223316,630369.2266
30.83,-1.855906082,-1.615796667,100928.2138,-41.27799077,85.17889301,620427.4988
30.04,-2.579752537,-2.612909865,101014.9618,-49.39949826,76.81959966,535997.2518
28.44,-2.52112515,-3.469436817,101034.7089,-39.63562091,75.94401647,537506.7072
27.77,-2.268482878,-2.660196604,100909.7968,-23.04307873,84.87504182,190331.9794
27.25,-2.310757329,-2.907721322,100963.2862,-44.30961429,77.35252784,414606.0264
28.87,-3.130078139,-2.076883584,101050.8243,-49.8742901,71.47000346,539983.8681
30.53,-2.246191431,-2.377330481,101040.3629,-52.1436797,78.81804433,705403.6312
30.06,-3.176828501,-3.097572706,100890.5688,-40.16573217,84.04954821,566500.6561
26.74,-2.288818317,-2.109032571,100965.9255,-28.58447263,91.15857101,274609.2132
28.41,-3.53315684,-3.457821216,100948.0318,-39.78864477,82.61788902,525017.5151
27.65,-2.739264139,-5.009155973,100910.7141,-38.24348188,75.91611422,520487.0813
26.65,-1.616497705,-6.185224372,100682.0837,-23.55000758,81.35412358,207947.1164
25.86,0.761462219,-7.829723745,100519.3473,-20.42764429,84.3073919,139209.0016
23.75,4.43644954,-5.161942347,100447.3679,-16.79467083,82.09586241,184734.5882
28.29,2.898322082,0.08229934,100464.0233,-18.74796368,77.84900541,297004.9814
29.45,0.949838161,1.606670914,100609.6228,-39.75829869,83.13227974,598805.0681
31.26,0.629669546,0.844252815,100702.6794,-35.78554858,84.00627811,613699.0501
30.22,1.0615421,0.142835358,100775.0278,-32.10939414,85.3470749,494822.205
31.61,0.25001008,0.604162081,100708.5585,-46.88395715,84.1854096,644651.1555
30.69,-0.429623536,-0.122584881,100712.7948,-42.36318662,83.3060805,561906.1222
30.19,-0.986222462,0.932156689,100901.8746,-43.83124061,84.15126416,629562.8052
29.64,-1.589148831,-0.153130165,101014.6679,-29.91353161,87.15913637,447228.8714
29.25,-1.525675478,-1.522901832,101054.2892,-32.45484202,88.56793589,370500.9821
27.61,-1.733576261,-2.113453994,101117.8753,-31.26855888,89.35870776,381584.1062
27.42,-1.068551031,-2.284300755,101146.2451,-34.80193748,82.05110355,307476.0523
28.78,-1.268592538,-4.173252334,101161.6287,-56.00529349,66.54969851,515228.8006
27,-2.93125253,-4.176684556,101231.5275,-22.76479022,83.45073038,226695.3788
27.63,-2.756216212,-4.439766687,101312.4798,-36.04065468,80.94197708,373306.9148
28.72,-1.419152318,-4.395642389,101184.4676,-66.67716546,71.8272099,637161.7756
29.32,-0.827186645,-2.733517277,101033.3392,-74.92174871,66.55190764,680454.1954
29.12,-1.224820242,-2.358505713,101092.7994,-61.67971268,65.4633837,600599.8725
28.33,-1.050894091,-2.946360058,101110.1094,-55.16167236,68.66369019,521723.594
29.03,-1.492634795,-3.125390198,101103.092,-56.89120014,68.98751958,527397.4919
29.35,-1.853157097,-3.042057626,101164.954,-59.90660593,65.52989767,631084.6671
29.36,-1.879818725,-3.077503945,101147.8733,-49.30995244,65.31037755,592500.5073
27.26,-2.201784754,-3.214553053,101155.2639,-28.16072191,69.89383847,269559.7749
28.19,-2.405703034,-3.133049001,101162.1937,-46.2808163,77.32251251,452071.535
28.87,-2.182524239,-2.218833727,101103.7196,-42.09813099,80.57093958,464742.6889
29.58,-1.362657157,-1.803699627,100973.9436,-50.92814492,75.99328964,574397.382
30.47,-1.109926776,-1.836208323,100871.7515,-48.05561447,79.6493489,605932.5921
30.33,-1.876893523,-2.066002389,100969.4196,-34.48325386,85.19608579,522676.8254
30.41,-3.169004468,-3.28249308,101067.3046,-44.34503464,75.85949331,585730.7036
28.14,-3.629670875,-3.522179141,101048.4915,-31.98323402,79.85686288,314320.295
28.22,-2.613815277,-4.159073806,101038.8618,-44.20295527,71.35301571,594758.4871
29.34,-1.73221939,-5.04996795,101049.4234,-43.78925357,71.41146156,630848.9439
29.92,-1.575157203,-5.41246464,100953.2229,-30.25480068,80.27823009,459397.5628
30.39,-0.858147967,-5.90228331,100838.7931,-43.6879673,84.07999576,488277.7856
30.58,-1.157258655,-5.187226889,100892.1907,-38.24646674,84.34768448,458677.9868
30.9,-0.695605433,-4.638311037,100989.5941,-65.05280427,77.94529459,640699.6908
30.7,-0.771907381,-3.522898559,101055.513,-78.66953981,72.24127737,761737.3315
30.32,-1.569800207,-3.217071016,101052.463,-71.18161875,72.15272014,689734.2441
29.63,-1.482995727,-3.752242988,101135.1665,-77.89476947,73.72268998,711098.2065
30.01,-1.945882468,-3.199160508,101197.314,-68.55683174,72.91453323,698203.736
29.82,-1.978905528,-2.653856734,101301.3345,-55.04217843,69.66941985,635668.8622
30.68,-1.738263632,-0.999810085,101183.0228,-68.03328718,74.34883377,718397.3535
31.52,-0.873707926,0.032884324,101156.8358,-76.85245611,77.98654766,745348.3685
30.86,-0.617453206,-0.118523167,101158.7851,-80.89077366,73.89351322,728248.1004
31.06,-0.611708533,0.763977768,101119.6202,-78.09027785,76.79573147,754419.5747
30.97,-1.100164356,0.249504049,101225.0417,-70.77796609,77.43488991,711350.4716
30.7,-1.968385375,-2.280508823,101257.4643,-64.00312825,72.29789829,723860.3412
30.32,-2.256341529,-2.18287782,101366.3215,-63.46814172,70.87137773,632410.093
30.19,-2.249803879,-2.542601754,101461.9215,-64.87102625,68.29270072,697639.241
30.15,-2.569549574,-2.60343753,101421.4913,-64.38837427,68.38399534,649214.6732
30.32,-2.502992424,-2.547083128,101390.1423,-60.10519866,67.20388863,619538.3676
30.17,-2.783353625,-2.869322392,101485.9425,-64.28539658,69.8245871,682664.617
30.94,-2.154452876,-2.834085903,101438.155,-72.3506892,73.02916777,749916.0216
30.65,-1.774370489,-2.957660914,101353.6814,-67.97856473,75.23455013,716571.5329
31.12,-2.590343177,-2.464904622,101256.4219,-66.66204217,73.82022779,738231.1832
31.14,-2.313612044,-3.177488044,101299.3957,-71.26022009,73.49327681,762241.8618
31.06,-2.263954102,-3.481307212,101324.1775,-66.90928813,73.84544067,724377.278
31.39,-1.929459046,-3.819103888,101333.2255,-76.52402194,77.36198868,748408.6341
30.78,-2.425862255,-3.879984628,101303.9739,-74.43690784,72.87529719,742085.4636
30.64,-2.403394591,-4.241312264,101323.1831,-73.06924466,67.83714005,791740.341
30.12,-1.852716555,-4.007201691,101256.2468,-76.97175105,71.64366015,710312.4626
31.05,-2.073815989,-2.942433236,101154.6864,-86.10502682,72.60957748,841612.3317
30.76,-2.121465059,-2.950706541,101171.0853,-74.79897144,72.45407406,787253.3299
30.66,-1.673327678,-3.007480603,101085.3609,-82.97808675,71.36151605,776236.3737
31.15,-1.335731204,-2.402734926,100859.6972,-89.32011978,72.68002946,803433.4505
31.5,-1.188590032,-1.764955976,100881.5229,-94.02634966,72.80210781,848251.8676
31.75,-1.290972093,-1.615451946,101141.9254,-92.72385594,72.98695421,842058.9651
31.18,-1.085591213,-1.574025465,101209.8457,-87.49945425,71.26248948,835072.048
31.65,-0.796489649,-1.271555205,101159.1958,-98.63746197,67.5323764,875446.8766
31.66,-0.450011839,-0.152515662,101044.5533,-91.24814081,64.80808902,862238.1085
31.33,-1.587510013,0.773884752,101019.7923,-79.32392078,70.28370158,820411.7214
31.54,-1.610858762,0.846665862,101088.6966,-71.47005579,67.36308994,721350.0963
32.19,-1.141222911,1.325273603,101066.4748,-71.53801112,74.67285526,825661.7311
32.49,-1.29322767,1.054937342,101025.7089,-64.34121347,79.63652635,794192.689
32.73,-1.011791545,2.035548893,101028.5255,-54.43247089,79.01148712,661408.1775
32.79,-1.517904309,2.364547687,101154.4862,-59.86024109,76.18044122,744560.5568
32.64,-2.101711136,2.222507617,101162.4522,-53.80296376,81.71320297,699378.2163
33.08,-1.614559318,1.33198817,101146.9956,-47.19975542,83.76586733,665481.639
30.42,-1.985848477,-1.001203957,101249.2544,-39.9851481,86.85240372,605256.4389
30.54,-2.272606355,-1.65290664,101300.7675,-40.84339505,82.15219518,528026.087
31.8,-2.297065271,-0.215899376,101159.4522,-60.38657153,73.99921521,760203.0632
31.61,-1.81528807,-0.412540267,100972.0506,-62.64849897,72.17029712,712789.6236
31.46,-2.128143682,-1.21262289,101075.7,-65.67833158,72.2305679,781906.1361
31.6,-1.911097238,-2.194493422,101242.5977,-65.62589752,72.91587791,798894.7457
32.25,-2.383834507,-2.785030596,101237.7089,-72.37446859,76.14086901,822045.2416
32,-2.248059331,-1.764476365,101191.1973,-81.6312181,68.97104717,866015.8824
31.76,-1.585360166,-1.832671186,101150.1207,-92.59699936,67.40222993,899002.6508
32.61,-1.510820387,-0.992061355,101143.7329,-87.97026628,69.9410946,889867.3444
32.72,-1.360824501,-0.809179331,101052.907,-92.16847286,72.43678523,903280.8195
33.31,-1.42239471,-0.502647358,101138.5835,-92.44765683,71.72899974,900437.6673
33.57,-1.156994329,-0.537239368,101267.1148,-92.61610247,75.12154841,932578.7273
34.76,-0.109366812,0.771261875,101248.8562,-95.97864755,71.1509285,906473.4209
36.41,-0.052043431,2.106711312,101037.3628,-93.44589375,60.860761,928941.5602
36.72,-0.747853765,2.401672648,101013.6296,-99.67569602,67.61968499,940496.1307
35.09,-1.132376819,2.031427227,101047.9452,-101.1240499,70.21709156,935541.8088
33.69,-2.126275782,0.387152672,100988.9895,-90.36919883,74.3146403,940568.5018
34.04,-2.267108385,-1.112953536,100985.6768,-64.88346317,78.76324834,852159.9095
34.14,-2.076899786,-2.073856034,101013.1606,-70.05941062,79.38074772,885874.5249
34.01,-2.080001205,-1.845096132,100943.7267,-73.17888854,78.37713114,889286.3076
34.17,-2.360697219,-1.267823225,100870.9134,-79.4111782,76.18010505,898926.1443
33.61,-2.40379989,-0.858174687,100843.4484,-75.89660422,75.48091596,913898.7005
33.24,-2.177008648,-1.162023832,101002.6261,-88.77727311,72.54099845,909136.6791
33.25,-1.75651971,0.607669244,100880.6077,-79.3897867,72.78342627,885332.7752
33.64,-0.873602196,1.747107281,100841.274,-90.40183331,72.66711086,889588.1986
34.47,-0.659428088,2.768066185,100830.9042,-78.2221092,75.44571398,897484.9246
35.21,-0.482277167,3.157840804,100888.3318,-69.76818771,80.87781632,889644.0278
35.58,-0.775396477,3.307749507,100908.8899,-76.64381435,81.64875406,909105.6629
35.22,-0.982451419,2.920268033,100916.7308,-92.54197843,75.17975414,922229.6533
35.21,-1.179973023,2.217052032,100931.685,-82.25167115,73.87915389,911442.2171
34.6,-2.035030634,0.85006811,100988.7039,-69.86648913,77.33091681,861927.9465
34.32,-1.622312865,0.948343591,101010.5796,-64.61950199,77.55341444,821369.0883
34.74,-1.217348642,1.558215121,100971.5148,-66.73338034,79.13841595,838657.5213
35.44,-0.910202461,2.45231667,100945.2694,-69.61476587,78.20107322,837576.0896
35.76,-0.613294485,3.205532215,101019.7693,-83.66997746,76.64445421,919510.566
34.86,-0.24017267,4.154384463,100993.8304,-84.14636123,75.62292448,916665.346
36.51,0.179752374,3.812241304,100924.4028,-88.01663111,73.92050301,938180.254
37.53,-0.37816818,4.379787082,100860.2893,-81.0890679,77.26958948,934514.1385
37.73,-0.48148419,4.929137581,100877.7745,-74.63659502,78.09104903,885587.1081
36.99,-0.30662409,5.133137517,100864.9446,-68.24401834,76.37205909,868102.2392
36.66,-0.552305791,4.509237338,100827.3872,-63.48973221,77.92954254,836717.9745
36.17,-1.46475727,4.417691412,100956.3438,-71.46219566,76.6839784,860004.9417
34.74,-2.024158047,2.452556476,101080.4346,-74.67271183,72.25702942,814704.7396
34.8,-2.141782875,1.28083456,101127.6258,-78.54089232,72.39586833,900235.0281
35.13,-1.80563138,1.687875208,101096.6459,-73.60771353,73.36159355,890367.7393
35.49,-2.003523039,2.063021663,101160.2528,-64.92545021,77.25719916,855522.0662
35.28,-2.387869876,0.576509456,101189.5941,-67.37333447,75.26941593,872601.6567
35.28,-2.002095682,0.461387605,101054.5707,-66.5842368,76.39280568,833796.248
35.74,-1.457814322,2.2579989,100996.5865,-67.8571804,77.79281671,880151.0011
36.06,-1.188695763,2.979230325,100942.2006,-64.70606295,77.42053057,828519.3576
35.83,-1.079035941,2.692392416,100852.8925,-63.64783033,79.24925656,799829.3674
35.63,-1.281015834,2.420362525,100839.4581,-61.49226343,76.14999367,801952.9436
35.48,-1.683689236,1.896026785,100946.364,-71.07107941,73.76860142,906001.9746
35.72,-1.321351899,2.146683969,100943.9873,-51.51506803,77.03422128,718014.8205
36.7,-0.749245879,2.971781352,100739.3946,-57.40489467,76.7166831,801096.8963
36.49,-0.88443954,3.760503167,100695.7245,-60.98324518,74.22348975,899147.3931
35.9,-1.186616402,3.046630788,100765.0645,-53.3351366,77.64168352,796446.5332
34.95,-0.842059358,2.715878412,100840.3525,-41.12954369,82.7825171,661149.709
33.8,-1.503207814,0.641077212,100821.7854,-35.69351538,85.54200646,695122.7929
31.44,-0.289037636,0.350057687,100764.6497,-28.95777921,84.99519919,204307.8816
33.05,-0.654987421,0.570124622,100707.9247,-40.71713544,79.88135539,673246.0292
33.03,-1.437707965,0.618730294,100691.8135,-42.50158466,83.02360023,675789.3581
33.89,-1.586452711,0.10040469,100709.2444,-42.63232156,81.41165696,695600.4424
34.61,-1.110455427,0.793638769,100566.2905,-54.95004573,79.0623451,814793.6527
35.48,-0.720522513,2.55645241,100412.9669,-55.10267161,79.12588155,859913.9609
37.47,-1.055775301,1.126849156,100440.2817,-44.9243961,79.7893404,774501.5339
36.27,-1.489427646,1.647497879,100613.0252,-49.11165819,79.83717283,837766.3223
36.37,-1.363397268,0.427095353,100686.9455,-55.98758331,81.21888651,856090.6966
37.57,-0.297090751,2.123722548,100568.8151,-62.45955729,78.76939548,926478.8735
39.65,0.306963406,1.715108173,100448.6626,-57.85521066,73.33921412,930333.154
38.56,0.220846172,1.408816006,100498.9789,-63.77687581,69.7358858,920943.5147
40.01,0.214713821,2.0780545,100480.5452,-66.34126914,68.65634244,874475.0354
40.52,-0.280226787,2.516749535,100424.1997,-71.51303779,67.71285257,885948.9638
39.61,1.111781558,1.754541266,100349.827,-81.44227642,55.69212122,928362.5911
39.15,0.962578648,3.124073127,100376.8521,-75.9163043,61.05252294,908249.6156
39.14,1.302835999,4.67515309,100468.8371,-77.32267117,62.03798625,912804.8623
39.05,0.679045541,4.51542733,100531.191,-75.26351526,66.49298155,903547.5588
38.99,0.858610635,4.731282673,100565.1647,-80.94698853,66.32681668,937717.0786
39.09,0.603571812,4.744891662,100581.8743,-78.53571856,67.24701465,901146.9046
38.69,0.382225674,5.015662571,100588.8479,-79.02841957,73.01889052,948419.7373
38.34,0.381961349,5.006010381,100623.2364,-73.6962644,76.23077093,936098.0327
38.52,0.036628949,4.839959738,100747.5586,-75.88854509,77.34153023,948665.7992
37.85,-0.498489128,4.772574263,100880.935,-77.20516715,78.74696803,948636.8507
37.63,-0.199924713,4.960522187,100877.6639,-65.42233002,77.16196652,888781.7773
37.2,0.186395754,5.32926882,100783.8256,-64.96674078,73.58389909,903158.8224
38.03,0.575923369,5.702032203,100640.6653,-56.93259021,75.65029846,905276.1954
38.33,1.064255841,4.118068847,100542.4426,-52.98292303,74.45847376,876125.0976
36.95,1.351401396,3.985695955,100482.1484,-49.4650657,72.4271323,782038.4719
38.33,0.661159519,3.751360565,100581.3968,-59.48404914,70.31395703,893773.3187
39.41,0.341466689,3.757235811,100568.5712,-59.41808372,71.53949495,881149.723
39.5,0.345026272,4.376100065,100509.2965,-58.45467018,73.13006731,900828.4715
38.05,0.044382496,3.807160415,100482.0963,-57.06959532,77.57963583,870116.2247
37.16,-0.426522117,1.774310271,100593.9848,-55.89754002,77.33120495,840516.4259
38.93,1.548905378,2.951143051,100418.3081,-55.96260998,66.0682046,894151.7163
38.18,0.372815688,1.392359321,100440.6507,-51.48880126,63.92511006,838959.4124
39.91,1.54425325,2.085758266,100409.4852,-51.26533469,63.67000377,803774.6288
39.45,1.700081918,2.566269467,100386.4129,-52.58195674,66.78790017,866183.3699
39.41,1.400583553,2.063950911,100325.8394,-47.26840721,70.24970022,808180.9977
38.04,1.90537469,2.580283128,100403.5061,-48.96818589,73.38603804,851963.4735
35.31,3.083349902,3.352997895,100514.1729,-42.61192502,63.20536646,719414.6851
36.23,1.738973004,2.704922277,100543.3432,-44.38135044,65.34826891,792106.3322
38.28,1.3113649,2.54306824,100412.2101,-50.59811883,66.8535497,851057.8003
37.88,2.415487579,2.328007253,100403.8396,-48.59358587,60.75976542,786804.6288
38.28,1.266641033,1.980453472,100504.0533,-40.8144419,76.5488854,720973.7663
37.07,1.554139022,3.226365358,100469.3103,-38.21462822,71.08172516,510987.8514
38.15,1.491000481,2.400728412,100446.9614,-41.99485481,70.17454183,601389.7519
37.89,1.36888212,3.310822021,100415.0704,-52.28406765,70.13813924,842331.9078
37.76,1.957147236,2.57560693,100409.3122,-45.78433447,67.13415701,811156.4857
36.56,2.03921148,3.218271907,100443.7821,-40.68609289,64.70435604,598339.825
37.34,2.364419901,2.032776136,100480.7996,-42.61023359,60.15191897,628723.3
37.17,2.551861894,1.666322647,100532.0207,-41.26316596,62.19776385,495822.9946
36.75,3.658768801,2.231920001,100577.2877,-33.49148414,64.74757812,430217.5166
35.63,4.725780185,0.933925258,100563.2529,-34.92680416,51.54486709,287714.5939
37.48,4.345327744,1.550211597,100481.2228,-52.63100795,48.72803645,731895.6062
36.74,4.812267475,1.980003836,100395.6589,-43.06761375,51.16369642,543403.9217
36.85,4.655592966,0.848554334,100294.1277,-56.56067657,45.95591665,704268.438
38.12,4.035309226,1.001415649,100219.1462,-71.61810489,46.75480466,883438.7189
38.66,2.876471177,2.075251767,100369.868,-63.3142224,52.43351295,833035.3172
38.95,2.458695981,1.416519772,100361.777,-68.39306239,53.03982261,839459.8072
38.71,2.613273508,1.710297066,100295.1659,-59.50942046,51.15361127,823558.8324
37.9,1.965535164,1.977425922,100282.309,-45.49480298,62.0398592,704766.7651
38.3,1.512357978,2.654802831,100236.8773,-42.740871,64.45237135,723366.1497
38.18,2.816680759,1.856413837,100192.1128,-46.16042692,55.59727278,783576.8757
37.46,2.389248872,1.86618593,100298.8664,-48.19421151,60.46753617,732255.3942
37.35,3.355534636,0.782457815,100324.28,-42.44387736,51.74272815,679201.1406
37.81,3.633851721,0.654866055,100323.5294,-50.48867393,46.25837512,713339.6442
38.87,0.328109442,2.314937828,100436.7855,-60.5543207,62.43899105,780409.0872
38.46,-0.025258451,2.070710442,100478.0289,-58.24970975,62.73194067,848590.9781
38.17,1.905639015,1.52982809,100510.3118,-48.93883476,71.74187031,796868.3536
35.79,1.665561013,0.180409955,100518.6718,-43.09338305,70.14289367,754181.7838
35.96,1.720205896,3.080398466,100542.5969,-36.80368457,74.14929185,339350.373
35.41,1.173492742,1.278991052,100513.6412,-39.73432031,68.95707203,589016.3536
34.39,2.197295725,2.480673725,100384.4449,-37.90420271,70.30343966,472635.2793
34.83,1.820984382,3.183574982,100325.9186,-41.00398055,69.72186263,608171.9622
35.55,0.985945019,3.535520209,100536.7073,-48.80023772,70.48348361,773999.0714
36.73,0.358242544,2.007266777,100742.6823,-47.05668109,69.36902643,754341.0002
37.18,0.646762592,1.68300415,100681.4187,-51.90757722,65.5771538,798497.7383
37.3,1.139888165,1.675525201,100521.8699,-53.72177555,60.73488871,815169.9827
37.31,2.474502643,1.078842999,100314.1417,-47.31715994,65.21965922,698003.1644
35.82,2.131267226,2.151300234,100136.9847,-43.73224273,61.41669293,560810.2163
33.56,2.79634532,1.418558123,100178.5971,-39.23067481,57.68038469,540428.4337
35.93,4.175348853,2.207699599,100239.5167,-43.30142784,51.06049171,652024.7414
36.32,3.675386061,2.774121286,100224.8627,-39.67681199,57.8724828,582850.3319
36.01,3.258897249,3.485385775,100245.1518,-34.62304483,68.24203484,451618.6985
36.27,2.707232397,3.242357418,100245.425,-42.37990184,63.7883362,567838.4884
36.4,2.355626674,1.619065885,100394.6937,-42.64147514,61.98203767,636516.6386
36.45,2.879872165,2.339892637,100404.1711,-42.21911735,61.21844768,598610.6999
37.23,3.411624498,2.639784982,100359.1856,-42.37821042,55.67343968,609358.849
35.43,2.344525005,1.931203322,100430.5645,-38.46187419,62.44864398,465652.4975
34.25,2.396156577,2.40807247,100389.7507,-40.92925954,62.14330404,549303.204
35.05,1.76769637,1.703972184,100354.3051,-39.14600426,67.6692463,450454.5568
35.56,2.027052509,1.727308301,100320.7984,-40.90955946,69.40739803,622538.6686
35.08,0.687979742,2.086387757,100476.7238,-38.68066448,74.8227398,498457.3043
34.77,0.599060658,2.578454607,100595.5401,-36.30700375,77.78782216,540244.4042
34.78,1.658300874,2.300219737,100555.0556,-36.73294337,80.18136462,691835.0751
35.1,2.408579874,1.00006674,100433.6271,-36.56589067,69.46128155,615611.716
35.11,1.716840152,0.684107395,100398.2065,-34.20675626,70.47080514,489415.0465
33.87,2.373829887,1.654781985,100386.0689,-31.65539682,75.06564787,470397.977
34.42,3.794314895,1.195838334,100428.8508,-31.62743863,75.00926707,406955.3624
34.87,2.608462785,0.008693897,100391.3247,-37.71764892,64.08911382,578268.2045
34.67,2.243482193,0.675998955,100453.9163,-25.2938627,64.8356551,284852.832
33.96,2.743110173,3.198757697,100540.9186,-31.9066226,68.55030428,404763.5505
35.54,2.622260574,2.877672499,100517.2729,-38.17841192,64.74988329,645168.0921
36.15,2.475348485,3.419064438,100445.1664,-35.00888783,70.79569107,605438.4006
35.32,1.96798458,2.098213188,100366.4365,-36.59802767,68.10449259,629434.605
36.51,2.726034748,1.505322918,100323.1563,-40.85145417,58.35104721,746059.6734
36.17,1.928793926,3.569527693,100396.6742,-43.05477885,70.29465117,685441.6012
36.33,0.977574713,2.719010878,100477.072,-46.30907298,72.6605315,796593.3433
36.45,0.933132793,2.526821386,100556.9736,-45.19412801,76.43468307,775979.9731
35.12,1.838658945,2.708009779,100452.8822,-43.08393099,77.22487865,805923.0179
34.43,2.268293543,2.220379339,100247.8517,-43.30580563,68.21994356,731068.5074
35.8,1.357005096,2.616673683,100345.747,-43.79870563,70.4063082,679529.9124
35.74,0.154905781,1.170673695,100641.6993,-49.71778391,68.75834654,775142.5355
35.79,0.446791573,1.920831714,100694.2756,-46.55611995,75.93191429,733018.3928
34.35,1.330167251,1.319952908,100596.9077,-41.95834002,77.16576046,650879.2095
34.21,0.76199087,1.452985267,100546.1889,-36.6679729,80.26800086,558173.8388
33.06,1.263451506,-0.063622589,100484.0852,-38.19741553,75.93263466,734228.0248
32.77,1.121737817,1.854045753,100502.1082,-38.05553515,77.60004626,579721.8306
34.17,0.287156618,1.41329738,100526.6107,-36.79861031,77.18525841,557328.1302
31.98,0.636348169,2.981628384,100543.977,-37.97693382,78.4726039,601993.534
34.24,0.583606429,2.338798522,100615.6979,-40.32383029,76.94057344,652223.2451
34.95,0.663133149,2.945972235,100578.2384,-43.65075604,79.10167719,808356.7562
34.41,1.15426747,2.94276483,100523.4189,-35.77937987,80.3785053,630913.0441
33.93,1.51850795,2.051466013,100585.3058,-37.0901317,78.91125994,663376.6727
32.6,2.028691327,2.601116271,100588.4038,-34.15939647,74.3508508,577463.8509
33.05,2.709893274,1.869003651,100552.7852,-39.95460303,70.77095844,461610.0521
34.31,2.584514899,2.197777627,100425.4651,-45.53659103,64.36410226,779280.0973
33.81,3.067437509,2.39179564,100459.4597,-33.16215451,64.81193098,418487.1876
34.41,2.76737525,2.672983121,100395.5714,-33.32383446,65.98200057,508957.3238
34.22,1.868281017,4.075008689,100324.5051,-31.04748019,69.83135855,368100.3278
34.76,2.602929572,2.643696817,100322.8998,-35.24479132,66.29175878,626624.5368
34.37,1.564941122,4.412655486,100456.3534,-37.93275788,72.75201822,602818.5651
34.22,1.852597707,3.543628649,100505.4689,-43.88267971,72.0051888,712690.3717
35.37,1.52608528,3.520067713,100561.1723,-39.53393666,68.70676819,709410.9249
