maxtemp,10u,10v,msl,msnlwrf,r,ssr
37.47,2.318207131,2.424269556,100514.8588,-51.46578993,63.23677574,751371.5385
37.48,3.918556658,1.683434159,100569.5538,-44.15790906,54.35404519,512692.7413
34.88,3.641332673,1.691152091,100518.775,-46.21470058,53.66894046,691166.0297
36.88,2.026668701,1.946876165,100551.137,-50.47005843,61.64532947,723253.8458
36.46,1.147331539,2.122532846,100591.8708,-52.42715734,64.16708865,776750.9983
38.06,0.918151594,1.194205787,100639.3658,-51.09752455,68.93058443,766843.4976
35.66,1.026849373,2.760909015,100603.5031,-49.99383102,71.80549589,838806.4381
37.35,2.177660388,2.874084861,100554.5176,-48.09351554,73.76832825,827964.5441
36.4,2.321007783,1.933283757,100523.0084,-54.23301754,60.64572811,836386.6531
37.43,2.278673286,1.494406286,100435.1129,-59.76682958,58.96257797,855200.2199
38.28,2.304055042,1.013387433,100535.2068,-62.31454972,56.3830541,817583.5615
37.88,1.55816152,1.303670144,100648.1317,-59.07173788,60.00239094,835871.2703
37.92,0.739451038,1.908065293,100538.3456,-61.10877464,62.06879129,882678.9216
37.79,0.924104671,1.916041308,100499.3979,-58.57538819,60.81411119,800418.8006
37.95,0.64767894,1.800862241,100394.6729,-54.61469777,60.98798873,732692.0552
38.58,2.784103076,2.056389681,100367.0262,-44.28783102,67.25779109,756998.8482
37.71,3.097126703,1.39635906,100334.7519,-38.7802974,65.02154894,521104.375
35.36,4.40449012,1.642312824,100293.0919,-41.9584239,52.74222569,697687.9265
36.22,3.631564215,1.107108685,100337.862,-37.24833917,54.06133189,563719.8275
35.97,4.350222409,0.591961336,100356.9327,-37.04730009,52.19326668,468007.3775
36.34,3.595088087,-0.015690584,100315.5092,-42.12656902,51.32149643,530798.1805
35.79,4.687937777,-0.025964773,100292.3968,-45.05918527,44.38633047,624757.072
37.22,4.137778729,0.014873899,100361.0819,-46.4898889,49.06901404,721776.8343
37.69,4.557660092,0.666854767,100337.0702,-49.17322771,47.49385663,695523.7378
37.52,4.94774901,1.088600397,100399.1965,-46.53114417,47.27957299,497922.6248
35.18,4.45639013,1.901809836,100396.7869,-60.20391501,47.91216437,751666.9409
37.34,3.172379011,2.77502988,100515.2314,-57.42474266,54.67816926,762592.637
37.36,1.855260665,2.298742562,100615.7482,-56.73176425,59.91375034,825203.2656
38.31,0.948999358,1.347175681,100625.6571,-56.76116668,60.33385715,788169.0316
37.99,0.166345583,1.620412578,100680.7535,-51.23204065,69.40869904,755978.5579
37.42,0.237566035,2.202465053,100810.5025,-49.95992635,71.47349482,757168.5474
35.46,0.272608013,1.458508073,100877.1739,-48.71252847,70.52888661,621237.3846
36.25,0.160541333,0.393814505,100805.1942,-54.93481667,66.03359791,746479.5922
37.1,1.00325354,0.447323858,100753.0681,-51.51384451,66.520173,744116.3736
35.92,2.353803827,0.538574879,100787.7537,-35.72207766,85.71900545,313004.9565
30.09,1.757264895,2.048991281,100679.3937,-40.3846591,78.69130902,602593.517
33.98,2.172383797,1.647658843,100619.9385,-41.26369972,75.77715842,677831.0238
34.63,3.383036768,0.351599386,100502.5976,-40.06178372,69.17282657,686980.1159
34.32,3.856157585,0.810742573,100336.7531,-40.47736862,66.321303,568134.102
34.67,4.781089906,0.900703175,100227.8788,-39.97532221,57.98111316,543506.7659
34.11,4.86773424,2.610200425,100170.9945,-36.47652551,56.46391493,555190.8708
34.59,3.826446317,3.026612326,100189.2949,-34.47164765,61.37294077,540005.934
33.56,3.810616543,2.241177608,100211.5814,-41.81830297,57.44868613,665692.2926
36.07,4.734493547,0.94680184,100269.1716,-43.23448915,53.76550667,639807.9254
33.91,4.478808878,0.165803703,100282.8212,-40.2686114,52.11619847,475153.5999
34.47,5.31544624,0.914762592,100285.057,-38.04707442,55.56802744,427813.8053
33.74,6.071798237,1.300425663,100256.3496,-44.16406519,54.55033815,544908.3556
33.74,5.509746564,1.26860763,100316.5035,-42.82450908,50.72566439,654282.6396
35.07,2.371757767,1.773050651,100409.1699,-50.74993276,58.7536429,753919.1218
35.59,1.531629737,1.171875403,100660.0972,-51.75035027,62.77883987,751656.4657
36.71,0.788983347,1.566104395,100782.7966,-53.21146703,65.28358084,751920.4422
36.53,1.059713066,1.526924832,100685.2108,-57.52186255,66.0402107,798805.6106
36.72,1.802386515,0.7273078,100618.4767,-58.99317827,59.00765192,782518.6764
37.23,1.998350995,0.385506668,100681.4844,-55.66519129,56.09311233,741472.418
37,1.696570566,0.913078903,100670.7657,-57.88176661,58.62522831,744445.2967
36.99,1.088937263,1.156500988,100612.7295,-61.71418895,59.3883251,802777.8291
37.12,0.479233913,1.429590409,100657.9044,-60.63410924,64.06643806,761126.1006
36.37,-0.38064751,1.463301055,100782.3469,-61.85302352,67.73575983,792442.9377
35.91,0.836080306,3.173695454,100794.6475,-50.91973176,69.55529881,755502.9811
34.95,1.330875735,3.149546193,100645.4157,-50.44736343,71.64610815,769309.3737
35.15,1.755952512,0.5328233,100568.2407,-46.01191572,69.22835458,715818.5064
35.75,0.763791006,1.960271938,100507.4293,-48.77804075,72.49332354,738830.5574
36.06,0.648409545,1.672287401,100666.6811,-49.64182886,71.07478234,761861.4639
34.91,1.460964003,2.373844918,100770.1485,-51.57540584,66.84220626,764867.8635
35.02,1.021559252,2.809711413,100698.9284,-51.87558623,68.96189794,831084.0765
36.42,1.092157337,3.247101831,100628.8675,-54.22061339,69.33017213,835665.9552
36.02,0.394118438,3.800273511,100807.0663,-59.55329447,77.57330951,829169.199
35.44,0.515358268,3.163925142,100787.236,-58.41799333,77.90443536,809370.9577
34.9,0.431636354,1.621678417,100643.6153,-53.11958445,73.90194556,833606.5191
35.66,0.780175499,1.923673212,100537.8565,-56.674062,70.42235258,804736.7028
36.85,1.207687625,1.737951268,100519.7854,-56.89182371,60.52115477,765364.3907
36.1,2.478493736,1.04219449,100508.3806,-52.43221089,57.87462776,768039.7722
36,2.084954739,1.199564097,100391.7079,-52.85909734,59.21318335,813401.8377
36.71,2.115721325,0.014689554,100399.4813,-52.87931151,59.61797376,789095.0446
35.8,3.037677108,-0.447280264,100459.2536,-41.40786349,55.93936491,605786.3762
34.94,1.752705379,1.04751593,100524.5813,-46.37025778,60.59608354,735884.9143
34.88,0.516129462,2.496422384,100631.5404,-49.26198629,65.10892532,751017.4748
36.67,0.353353388,2.857370869,100734.6674,-50.64445156,75.06132365,788768.2165
36.62,0.596144233,2.627651799,100751.3787,-51.5630017,79.567893,811321.4511
34.29,0.051572959,2.4978357,100779.1204,-54.62792886,76.75745626,799318.8983
34.37,0.200318713,1.899339606,100857.6732,-52.15858457,80.84284908,791257.1383
33.27,-0.179947628,0.953561174,100952.819,-54.78247536,78.84602892,794299.1537
33.77,-0.021582242,2.040118118,100949.4688,-52.89088872,77.93025442,781550.7625
34.48,0.563334659,2.202514212,100886.737,-57.53757447,76.49946011,841917.5903
35.67,0.771232353,0.808591875,100835.5139,-50.98754111,78.30757258,796974.5351
36.11,0.398880899,0.520558179,100742.4677,-52.10667091,76.04969298,793448.5626
35.92,0.862490322,0.748188,100746.9322,-54.52612296,74.33693115,840763.2167
35.76,1.129580545,1.63796227,100811.8909,-54.27280269,73.67856932,788158.5564
35.71,1.639556322,1.059424649,100777.3253,-49.93640441,76.0944752,795424.1967
35.86,1.406087455,2.031539908,100648.4721,-44.13061993,77.33374166,772477.0923
35.1,1.613511609,2.107686888,100564.6558,-44.82663046,77.15208436,819441.8726
35.85,1.794972228,1.70469534,100621.5097,-41.16235324,79.13611656,703702.8208
35.41,1.092143807,2.266125699,100793.32,-46.68164784,79.94773957,776000.9696
34.07,0.608226273,1.677449075,100863.793,-49.10780732,81.19269497,779378.1935
34.23,0.900752373,1.871392829,100737.5894,-44.16645414,81.7321724,734707.4951
34.12,0.73836866,1.144899512,100713.9216,-47.9739763,81.27973099,714986.7708
34.07,0.392751936,-0.552418646,100783.1048,-47.95532414,81.49926597,741748.9648
33.09,0.013865627,-1.159210287,100791.6843,-43.58483742,81.24224229,735495.2347
32.89,0.863099159,-0.645058403,100800.9107,-41.38526038,82.17216621,651460.6045
32.2,1.356501027,1.847452494,100706.6767,-43.81362504,81.17465566,755720.8665
33.73,0.767200496,2.663451695,100652.4188,-39.08488814,81.85621088,684595.9467
34.43,1.596180036,1.574780923,100709.7062,-38.63760375,87.64590506,701473.6855
33.07,1.429263867,0.915143573,100742.2707,-32.73828281,89.08277731,539995.4588
33.9,1.964404925,1.389894678,100718.318,-34.11165171,83.88429594,379258.8804
34.52,0.816029259,0.965150361,100777.4525,-48.62092154,81.09758746,764626.9325
34.76,-0.097659864,1.878778938,100883.4084,-56.96064376,83.1971004,801711.4476
34.14,-1.000173438,1.483247238,100999.1477,-52.66044721,82.11654096,775602.9098
33.23,-0.999699898,1.238866557,101208.7787,-46.9133757,84.79822274,687895.6536
33.23,-0.70805323,0.548677013,101238.0934,-51.40202342,80.21239713,671994.209
32.69,-0.686202731,0.317249675,101198.5527,-57.73190612,81.83078081,764094.7894
32.94,-0.354399851,0.928711401,101183.8784,-56.08895374,82.50635534,724466.881
33.67,-0.258541777,1.259439514,101097.9267,-58.02197942,80.90693482,747504.0726
34.08,-1.098412743,-0.00889438,101056.9994,-63.94436289,78.78320739,799151.2941
33.63,-1.742752179,-1.323093434,101165.4007,-60.91637252,75.76850344,759173.5121
33.24,-2.365281705,-2.577908659,101313.1007,-63.32084771,74.44803578,724898.4617
31.72,-1.731306035,-3.273862072,101290.2893,-65.55837226,72.74592249,774465.2966
31.72,-1.656080786,-2.419494428,101221.2137,-69.42157527,74.15201608,828063.0115
32.9,-2.113155353,-2.170935248,101117.7516,-61.22638434,73.99316319,804585.859
33.23,-1.812727896,-2.492777908,100987.6354,-61.00577427,73.30893368,733888.3298
33.03,-1.836080195,-2.862464369,101005.5165,-62.25730687,70.24794018,717270.3775
32.85,-1.975977511,-2.873340754,101132.116,-41.40262618,87.56168921,703568.7375
31.82,-1.82129221,-2.568396431,101104.4478,-19.99766073,91.14003646,196888.7954
27.79,-0.85792195,-2.667168749,100956.0473,-28.79780656,90.28479819,382334.4168
28.7,-0.211079516,-3.616621801,100880.816,-20.23131813,92.55507677,221847.1496
27.93,-1.156712311,-2.412464719,100889.0051,-17.94178804,91.65636912,225203.4229
27.63,-2.584530835,-0.117879438,100957.5791,-21.35945243,91.64936734,194772.7928
28.69,-1.103635215,-2.073060078,100877.1058,-27.21319961,90.03448455,392162.3056
29.46,0.398772662,-1.52841745,100798.2861,-32.27023296,87.28769594,556401.8108
30.39,0.767092258,-0.154379847,100826.6691,-33.72519358,87.28453541,473525.7444
30.75,0.124917577,-0.611286308,100831.6944,-33.72390723,87.74310339,496206.7773
30.8,-1.310558769,-0.144093368,100866.4337,-30.88409238,87.61882179,494796.8073
30.76,-1.716802174,-1.502695108,100829.3492,-20.13236059,91.99892149,133192.9299
27.96,1.391827129,-2.869272863,100681.0473,-23.21152956,92.8747761,269918.1174
26.01,2.405839134,-0.327541718,100584.1117,-30.89851794,84.86041216,387932.3956
28.49,1.160793612,2.709833022,100636.2933,-39.5956634,79.50229993,683615.4624
32.58,0.72046884,2.596976708,100842.026,-44.28920926,81.40605477,660597.1262
32.71,0.587376973,1.023403539,101114.7598,-44.73189953,85.67665441,696734.6779
32.7,-0.796754081,-0.598210068,101208.4043,-60.63217971,82.12334824,771148.8293
32.72,-1.000633448,-0.190499275,101256.3275,-67.25801619,79.63353469,724458.5008
32.16,-1.085207735,-0.768336383,101353.6876,-73.99282542,75.35286999,739842.4675
31.52,-0.52954209,-0.833520951,101463.8678,-72.78015915,71.42987957,745903.4529
31.13,0.240177271,0.571572724,101443.1095,-86.47277663,65.55713649,785539.7414
31.44,0.642524125,1.005128755,101376.155,-97.9360471,54.84543401,826495.9126
31.83,0.385797659,0.169097343,101291.6222,-97.13161512,47.60705208,825991.0051
32.35,-0.91131023,-0.612564437,101397.2538,-89.01663769,55.87698099,817621.2725
31.32,-1.557313822,-2.099249429,101396.6016,-74.16639161,67.46011336,760602.3376
31.05,-2.01043771,-2.910172984,101304.2596,-59.13283979,72.26148682,646350.7728
30.82,-2.133111691,-2.907678175,101331.2291,-45.87105973,83.06844269,600997.0874
30.54,-2.250928502,-2.916108909,101327.0334,-54.69197102,80.45352093,651768.5772
30.73,-2.476928963,-3.910407076,101297.0827,-53.8076012,73.23468564,651965.5121
30.84,-2.428993161,-3.804555891,101282.403,-41.61588565,70.29452147,543534.0016
29.14,-2.55908143,-3.200750647,101330.1273,-29.59984958,80.03540769,291507.6281
30.17,-2.535837369,-3.478190622,101421.1795,-41.90118105,89.33780743,557388.5803
31.05,-2.234205767,-3.353142926,101443.2492,-49.13867987,83.44148198,571603.508
29.9,-2.40141959,-3.342844157,101454.4516,-44.67713751,90.21434278,563177.2089
29.39,-2.427978432,-3.769591695,101448.1293,-48.83362971,83.96009994,539693.7713
29.23,-3.114300593,-4.304218218,101386.184,-37.2044193,84.94078676,554246.0024
29.63,-3.021121404,-3.283595514,101411.3476,-21.41274432,91.03466939,222924.0064
28.42,-3.457089606,-3.480243002,101471.9762,-31.89222803,89.1374301,419284.8486
28.1,-2.323691342,-4.604455586,101513.02,-60.57190473,69.39994681,662859.7824
29.54,-1.567758767,-3.995599275,101316.5386,-55.0185217,71.17528706,680854.1839
29.14,-2.099652691,-3.8951064,101247.5992,-50.33710433,79.4833854,523096.7694
28.15,-1.858079521,-4.250303305,101407.2307,-72.52592006,71.63507062,699035.0449
28.98,-1.47640609,-4.205150948,101424.7876,-27.68373029,80.20709717,463852.8895
28.08,-2.40626323,-2.778722354,101365.6424,-29.47874834,89.75699039,475736.0243
30.14,-1.989020162,-1.710452484,101296.273,-38.0355891,89.5129978,527142.3149
30.46,-1.917055576,-1.003413762,101268.0153,-39.49146855,86.64183035,532773.8146
30.44,-2.129972796,-0.739172925,101227.8226,-43.15078412,86.16434784,518850.0991
31.24,-2.511402693,-1.272373843,101239.8043,-55.12124642,82.51510757,610320.0687
30.85,-2.35535089,-0.996617558,101362.8906,-53.01051983,81.8525155,611763.5595
30.92,-2.35292907,-1.704442821,101395.3691,-56.71393903,82.97362692,616950.9083
31.01,-2.181006904,-2.050975488,101366.2408,-63.50534793,77.60447716,681053.2138
30.33,-2.214384726,-0.758049904,101408.6944,-63.56507161,66.57793769,648152.5174
30.51,-2.433850331,-1.138698778,101455.3509,-65.32103956,64.73501081,665679.7223
30.25,-2.487536264,-1.777087237,101478.7715,-50.11493226,69.01552963,599090.5901
30.55,-3.243807083,-2.494043747,101553.3256,-43.66890998,75.06341446,549238.8282
30.35,-2.505896096,-3.348755503,101568.5409,-46.16205186,76.89501206,590490.4017
29.7,-2.672149309,-2.804137453,101663.5685,-42.64662441,88.56192267,525133.16
30.04,-2.968328433,-2.534366252,101492.0771,-41.52271671,85.95093942,541757.3975
30.29,-2.624145858,-2.115815944,101371.0385,-57.79576451,73.91483078,620950.3625
30.35,-2.594637537,-1.089318764,101346.5699,-46.55246093,74.47973829,563535.4629
30.33,-2.21468238,-1.501945436,101351.3909,-26.4268685,88.66247601,392717.4944
29.38,-2.629151855,-2.13809717,101412.9797,-20.02081514,86.85844792,231649.8979
29.76,-3.811460061,-2.723172911,101491.6597,-36.68978498,74.45771185,445250.9229
29.91,-3.242711176,-3.540548559,101555.2783,-48.31486067,76.46727137,543050.0446
29,-2.360735719,-3.217390901,101385.6537,-57.9899124,74.93227695,645351.4329
29,-2.555482524,-2.244808634,101343.4329,-61.56800377,73.86095597,693217.0857
29.51,-2.450762483,-3.27679931,101518.4841,-63.19827635,73.98630728,630260.7735
30.87,-1.732659007,-2.90828037,101397.8557,-70.70443983,64.62264196,707459.2491
30.22,-2.05848175,-2.024773848,101418.9455,-59.95234051,62.01715316,564415.3846
30.07,-2.495410562,-2.357185649,101500.6925,-42.58543061,59.41448452,488000.4586
29.39,-2.032315269,-2.781880807,101548.4688,-47.41937306,65.49348837,490853.9194
30.05,-1.994689115,-2.233883091,101462.7571,-48.90042834,61.87930562,564714.9771
30.17,-2.248303737,-2.265332432,101454.1793,-52.82859233,65.47194817,564698.2166
29.76,-1.746391674,-1.94645159,101454.7472,-53.40754445,73.02463223,547175.2019
29.93,-1.742955125,-2.25437002,101304.324,-42.40524888,84.2813066,567740.2322
30.18,-1.692800449,-0.784214675,101218.2129,-43.18027843,87.21310753,580605.9464
30.81,-2.1957543,0.121781998,101331.4781,-43.14150398,85.12827888,591663.6308
30.74,-1.653023069,0.916814972,101424.7697,-43.70318218,87.102635,627468.0692
29.91,-3.136164623,-1.087106618,101433.1683,-39.42292415,86.47077297,563799.4394
30.88,-2.973050305,-1.177448201,101515.2361,-43.13773679,87.51953266,474085.1234
30.23,-3.398018844,-1.685836215,101450.6769,-55.68062756,76.12272544,627843.0835
30.18,-2.972373819,-2.354457336,101496.4663,-58.47165276,75.0467366,680458.219
30.53,-2.870062069,-2.44150528,101596.5675,-59.69681506,74.11948697,647796.3586
30.26,-3.02906335,-2.142312537,101538.9002,-52.28970101,68.39830327,589248.0359
30.28,-3.164604096,-2.151111962,101456.2073,-64.34212257,67.87253766,714620.1367
30.17,-3.600910541,-2.44558546,101507.9267,-51.33246831,60.03321822,599314.7606
30.13,-3.066202435,-1.489618867,101432.828,-52.7311968,62.86514653,587513.3328
30.15,-2.339480527,-1.968278097,101385.367,-59.44919151,69.37821212,657268.0886
30.13,-2.612780893,-1.965623522,101427.7006,-50.6774374,76.42749737,620688.481
30.24,-2.782159471,-2.501749389,101536.2434,-70.06760167,68.53503247,732340.0864
30.38,-2.376470784,-3.105296549,101453.3839,-72.78521269,67.63656794,721894.1572
30.01,-2.435555076,-2.594426015,101511.1711,-58.11827236,68.9456577,562261.6713
30.24,-2.547472929,-2.71872404,101573.6002,-70.84024228,71.87998705,707643.6136
30.28,-2.076381571,-3.028780877,101660.5784,-80.9847221,68.57509822,795761.5
30,-1.422490151,-3.068230814,101652.6958,-73.8716323,73.32935554,731648.7193
30.47,-1.732726656,-2.386975882,101561.597,-92.3761404,71.96036165,823858.2422
30.52,-1.75674191,-2.625150265,101651.0243,-91.46457334,68.24309714,825266.1172
30.33,-1.894718006,-3.723431582,101592.0457,-62.72939956,69.37719103,725851.7104
29.78,-1.05245228,-4.306073963,101400.1309,-75.45476913,70.05981597,680766.1917
30.28,-1.166359002,-3.526317086,101376.4166,-83.52830752,70.28868665,788001.4274
30.72,-1.468261198,-2.760951448,101498.2328,-85.18375593,70.16323809,799168.0545
30.91,-2.103698078,-2.34240114,101554.1945,-58.5088652,78.12810334,613121.1533
30.92,-2.664396778,-1.748489105,101569.9545,-79.52213522,73.02545883,834976.6831
30.81,-3.120524265,-1.978859529,101620.3732,-80.36377964,70.04012346,835035.3445
30.4,-3.448349406,-2.586253365,101592.1675,-87.29218546,63.85526631,817145.6956
30.13,-3.112920562,-1.96777422,101516.4274,-93.43233064,61.39010486,840968.5318
30.27,-2.385170395,-0.996334894,101490.9466,-96.95216846,59.51664244,865093.0553
30.54,-2.207024558,-1.390649914,101513.9838,-95.70688387,60.15326957,867766.3416
30.7,-1.914349631,-1.188889912,101584.4335,-98.14315043,58.416196,871489.249
30.24,-2.013021887,-0.947827449,101490.7693,-89.77356637,62.54880222,838138.1165
30.29,-2.405505566,-0.923260339,101467.7465,-74.13515153,61.64965695,823244.3919
30.36,-2.148900876,-1.246663791,101441.2409,-74.20029628,58.08492428,669044.3758
30.47,-1.979441119,-0.638102433,101312.1154,-86.07051469,61.85766817,811784.4576
30.3,-1.763628539,0.266308869,101277.6035,-90.0998414,61.95870775,867238.3885
31.02,-2.243717161,0.956990001,101247.4971,-83.35042285,67.14717268,843476.309
31.26,-3.410574425,-0.085545238,101318.6741,-52.25524504,81.13225599,651366.3272
31.49,-2.918620237,-1.866580831,101449.2275,-65.84881309,79.20632885,718535.7889
31.74,-2.028053407,-2.184220413,101551.9228,-83.97880779,72.13642725,852342.5689
31.83,-2.250319665,-1.425835325,101555.2962,-77.35297131,68.94415038,787580.322
31.26,-2.196971975,-0.766357741,101493.6912,-83.54980804,69.96052683,833698.7013
31.6,-1.877224077,-0.240542933,101497.9999,-79.670985,70.62603631,803775.0739
31.95,-1.698482932,0.389980118,101438.2795,-85.78852706,74.30445067,873906.939
32.67,-1.226322726,1.950747421,101404.0042,-85.80295263,76.44125781,862943.532
32.45,-1.152409859,2.851398075,101297.4213,-81.64315266,74.3239973,826428.871
32.44,-1.253788059,2.766930968,101285.5919,-81.54051982,72.33802017,809456.8548
32.62,-1.819533346,2.313305856,101291.5219,-72.18687334,70.07464612,789964.4912
32.52,-2.649175842,1.051313447,101436.5436,-73.73748374,70.66906808,776750.9983
32.1,-2.141960129,-0.406244956,101502.9122,-84.91104844,70.44885237,846472.2333
32.33,-2.186784095,-0.572168193,101380.0068,-88.24326203,70.28499127,902307.4637
32.14,-2.316615298,0.038445544,101326.7521,-82.03273479,69.40091928,899045.4678
32.52,-2.454212562,-0.739074607,101411.7489,-84.10624894,71.81356739,890126.8315
32.76,-2.452142514,-0.561869425,101335.3568,-87.63187535,72.23352833,922346.6359
32.86,-1.968292629,-0.091518032,101133.9094,-90.87918943,70.40932149,905186.0651
32.93,-1.615681039,0.779366969,101020.9863,-94.88251337,68.80829639,913057.1755
32.86,-1.71747866,1.53845257,100971.5708,-80.89283952,71.113438,870309.7348
32.89,-1.740222121,2.781961271,100900.1555,-59.1966063,77.02109273,719744.6338
33.76,-0.329193981,2.024620807,100872.6664,-45.13333451,82.10764286,726335.6674
33.82,-1.030547662,2.72546552,100878.994,-56.33391269,84.38628468,793993.2762
32.95,-1.955019973,2.897484449,100959.4404,-55.65471667,78.90598166,838720.541
34.33,-2.558743186,0.998209654,101193.7049,-46.40094656,82.70410701,728761.7376
32.93,-1.595088803,1.635369143,101271.1702,-67.80039906,75.07770976,863167.7026
33.43,-0.751037154,2.536806338,101085.7085,-70.54180766,75.03239268,902558.87
34.54,0.253071095,3.892225045,100957.4286,-65.42192663,73.65722362,878331.6888
34.59,-0.463273516,4.02839492,100942.3941,-62.3383473,77.66530512,890168.7325
35.3,-1.091187872,3.689813689,100875.4003,-60.64320562,78.12338686,863689.3706
35.23,-0.946676921,3.87442956,100924.9358,-60.72167334,78.79638435,838663.9745
34.87,-1.060421286,2.429615576,101103.0164,-60.86115109,82.10404473,803806.4997
34.34,-1.082812974,1.678456831,101186.1357,-76.64345404,81.37085138,911481.6964
34.87,-1.116271972,1.644598708,101127.2718,-78.33786067,77.96910458,932949.694
34.83,-0.987239025,0.881543533,101054.6991,-86.21991577,72.10389815,942467.5152
34.58,-0.462326436,1.389095848,101135.751,-88.60923034,72.18612044,950659.1685
34.27,-1.233818191,1.090554459,101151.2387,-88.93192195,74.30989649,951273.0187
34.12,-1.01801914,1.663487976,101056.6429,-92.38440983,74.07927536,926168.0107
34.06,-1.056470607,2.21364868,101081.6185,-87.61423389,72.73648953,961899.1224
33.58,-1.682477271,1.18509912,101093.6557,-80.63115794,72.75525819,922706.9849
34.23,-1.280969269,1.698353855,101125.7364,-75.38741919,74.57469993,908626.1405
34.61,-1.997557416,2.059130284,101104.5858,-78.44168798,77.33554073,909418.0702
34.64,-1.117070228,2.467566169,100977.825,-84.98859734,73.87184763,916838.7443
34.74,-0.787337396,3.395930096,100941.0344,-78.49305035,76.71656392,912925.1872
34.85,-0.443168351,3.639364471,100826.3377,-78.21997532,75.61767342,892414.6283
36.05,-0.293529636,4.167637219,100823.0843,-73.86115769,78.82512082,914006.234
35.86,-0.034246061,4.87311515,100873.5908,-77.08053947,77.50402106,957847.2919
36.9,0.160162501,4.400809695,100856.1486,-77.59728709,79.65244922,958299.8231
37.81,0.579096784,4.268633973,100781.8543,-75.50135359,75.89701528,948207.9576
39.05,0.19122674,4.540297788,100606.0077,-74.32801307,71.92049041,929071.7528
40.13,0.565918836,5.6162733,100652.5657,-68.07999774,69.20477219,913453.1402
39.61,0.681056762,5.991133725,100713.291,-61.70509257,65.70145096,892881.8249
39.59,0.12528288,4.68762671,100767.0975,-65.21160741,71.92063628,890378.2377
38.88,-0.153848796,4.954718757,100820.9452,-69.74592077,75.85933209,932134.7188
38.36,-0.342182513,4.972059523,100806.6543,-73.07216199,77.83062493,951813.5421
38,-1.092527314,4.647402522,100881.8193,-81.92311887,78.91502562,971838.049
37.34,-1.201157444,3.727813441,101019.7215,-75.0255856,77.17858416,934701.1575
36.29,-2.405640863,1.891388171,101181.3631,-67.88676868,79.27197054,904042.1668
35.79,-1.650303595,0.924471455,101184.5484,-79.78703269,77.42593176,914305.8265
35.43,-1.696886424,1.405760681,101061.2973,-78.94336686,77.40380808,927812.6266
34.66,-0.991663243,1.919150603,100956.2766,-67.32499859,77.34390396,816259.4886
34.93,-1.193526682,2.217532225,100908.6007,-66.68172867,81.45613695,905139.974
36.23,-1.162002432,3.09769595,100967.35,-67.52318932,80.43144588,924579.9613
36.31,-0.922851082,3.893478595,100966.3288,-64.2111899,81.42477481,919122.351
36.48,-0.822474081,4.44522467,100956.2032,-60.26804905,79.73350455,885670.6559
36.21,0.155386509,5.489087196,100850.9048,-65.14664643,76.2098587,920873.8144
36.61,-0.00859371,5.441931618,100731.982,-62.67408625,75.63819253,909076.5767
37.27,-0.381175169,5.896318691,100784.4842,-65.21794731,74.55632026,955961.745
37.4,-1.140990775,4.498021221,100886.4719,-62.24563778,77.43478124,866909.4654
36.36,-1.090470796,3.665406345,100979.1274,-50.36751747,79.45246087,783922.3612
35.58,-0.919414533,3.538343138,100863.8449,-56.41412618,77.36816708,858022.2549
35.74,-0.459201071,4.379388748,100759.4424,-64.81357208,75.66911706,890162.4474
36.67,-1.098128618,4.192818814,100828.1776,-63.46841113,77.73094681,916118.0464
36.4,-0.422752002,4.160890174,100873.9796,-55.56954152,79.87529059,795941.6745
35.68,0.043590424,3.713545099,100772.6584,-58.06782883,74.675934,883479.2316
38.26,0.193391496,3.340921399,100696.3845,-67.57289779,73.59347825,884509.9971
39.89,-0.492240649,3.379646244,100719.9232,-65.9331613,78.99977634,884271.1612
38.77,-0.393622512,3.991267737,100729.0313,-71.7040304,78.79784305,916643.9045
38.07,-0.190676696,4.261432208,100763.2314,-90.05794295,75.75260356,964136.6379
38.42,-0.251425144,4.956586791,100894.6806,-85.33628101,74.73987387,944015.7586
37.34,-0.699245382,4.120776594,100978.3893,-84.82881353,75.63425403,945536.7663
37.56,-1.077888156,3.304015431,101028.6074,-77.99311723,76.60536203,936756.4034
36.71,-1.010428966,2.491334448,100976.9507,-76.31626018,76.25434918,940942.3174
36.78,-1.788956177,2.22759749,100974.5179,-70.12273122,76.01089145,926859.3779
36.47,-1.997097405,1.24732187,101071.4892,-70.2103872,74.62074636,889255.2898
35.85,-1.899683414,0.708221896,101097.5881,-67.0243588,71.82265998,878520.2434
35.65,-1.808263088,2.337491986,101093.7112,-50.89960948,78.10695213,793653.8777
35.02,-0.837735607,2.257694965,101081.6543,-55.18244022,80.49523987,784177.9576
35.66,-0.635439217,3.067450998,100931.6826,-63.14498446,79.10494891,881981.2693
36.04,-0.474232591,3.11895713,100778.0509,-64.28837126,77.37293218,919644.0189
36.91,-0.509355746,3.655046128,100787.9329,-67.30680584,77.67687751,941153.9176
37.68,-1.118666735,3.075635939,100751.8857,-63.98782335,78.62503523,891740.0215
36.59,-0.835963213,3.179606799,100566.5656,-62.72903203,76.71967582,847383.5809
37.16,-0.328936916,4.129133589,100428.2782,-59.97999717,75.50734677,868285.9145
37.8,-0.227464008,4.246451064,100522.5713,-62.11442946,76.55056338,871966.9209
37.94,0.016409214,4.748386986,100706.4188,-61.41134397,75.12905615,852315.3332
38.6,-0.316286627,3.643567548,100689.1503,-73.84241364,74.02306663,947372.0319
39.22,-0.581753284,4.324969957,100731.921,-70.37798102,78.29794513,947129.0058
